Original Name,Name in Other Language,Language,Location
OSAMU,紀,Japanese,Japanese
OSAMU,修,Japanese,Japanese
OSAMU,理,Japanese,Japanese
OSAMU,収,Japanese,Japanese
OSAMU,治,Japanese,Japanese
OSAMU,統,Japanese,Japanese
RAIDEN,雷電,Japanese,Japanese
ROKURO,六朗,Japanese,Japanese
RYO,亮,Japanese,Japanese
RYO,遼,Japanese,Japanese
RYO,諒,Japanese,Japanese
RYO,涼,Japanese,Japanese
RYOTA,亮太,Japanese,Japanese
RYUU,竜,Japanese,Japanese
SABURO,三郎,Japanese,Japanese
SADAO,貞雄,Japanese,Japanese
SATORU,暁,Japanese,Japanese
SATORU,悟,Japanese,Japanese
SATORU,聡,Japanese,Japanese
SATORU,知,Japanese,Japanese
SATORU,覚,Japanese,Japanese
SATORU,諭,Japanese,Japanese
SATORU,了,Japanese,Japanese
SATORU,智,Japanese,Japanese
SATOSHI,聡,Japanese,Japanese
SEIICHI,精一,Japanese,Japanese
SEIJI,精二,Japanese,Japanese
SHICHIRO,七郎,Japanese,Japanese
SHIGEO,重夫,Japanese,Japanese
SHIGERU,茂,Japanese,Japanese
SHIN,晋,Japanese,Japanese
SHIN,信,Japanese,Japanese
SHIN,紳,Japanese,Japanese
SHIN,心,Japanese,Japanese
SHIN,慎,Japanese,Japanese
SHIN,新,Japanese,Japanese
SHIN,進,Japanese,Japanese
SHIN,真,Japanese,Japanese
SHIN'ICHI,真一,Japanese,Japanese
SHINJI,真二,Japanese,Japanese
SHIRO,四郎,Japanese,Japanese
SHO,翔,Japanese,Japanese
SHOICHI,翔一,Japanese,Japanese
SHOJI,翔二,Japanese,Japanese
SHOU,翔,Japanese,Japanese
SHUICHI,修一,Japanese,Japanese
SHUJI,修二,Japanese,Japanese
SORA,空,Japanese,Japanese
SUSUMU,進,Japanese,Japanese
TADAO,忠夫,Japanese,Japanese
TADASHI,忠,Japanese,Japanese
TADASHI,正,Japanese,Japanese
TAKAHIRO,貴浩,Japanese,Japanese
TAKAO,孝雄,Japanese,Japanese
TAKASHI,隆,Japanese,Japanese
TAKAYUKI,隆行,Japanese,Japanese
TAKEHIKO,雄彦,Japanese,Japanese
TAKEHIKO,岳彦,Japanese,Japanese
TAKEO,剛雄,Japanese,Japanese
TAKEO,武雄,Japanese,Japanese
TAKESHI,武,Japanese,Japanese
TAKUMI,巧,Japanese,Japanese
TAKUMI,匠,Japanese,Japanese
TAKUMI,工,Japanese,Japanese
TAMOTSU,保,Japanese,Japanese
TARO,太郎,Japanese,Japanese
TATSUO,竜夫,Japanese,Japanese
TATSUO,達夫,Japanese,Japanese
TATSUO,龍雄,Japanese,Japanese
TATSUYA,竜也,Japanese,Japanese
TERUO,輝男,Japanese,Japanese
TETSUO,哲雄,Japanese,Japanese
TETSUO,哲夫,Japanese,Japanese
TETSUYA,哲哉,Japanese,Japanese
TOMIO,富,Japanese,Japanese
TORU,徹,Japanese,Japanese
TOSHI,慧,Japanese,Japanese
TOSHIAKI,利明,Japanese,Japanese
TOSHIAKI,敏明,Japanese,Japanese
TOSHIAKI,寿明,Japanese,Japanese
TOSHIO,俊夫,Japanese,Japanese
TOSHIYUKI,敏幸,Japanese,Japanese
TSUNEO,恒雄,Japanese,Japanese
TSUNEO,恒夫,Japanese,Japanese
TSUTOMU,努,Japanese,Japanese
TSUYOSHI,剛,Japanese,Japanese
YASUHIRO,泰裕,Japanese,Japanese
YASUHIRO,泰弘,Japanese,Japanese
YASUHIRO,恭弘,Japanese,Japanese
YASUHIRO,泰博,Japanese,Japanese
YASUO,康夫,Japanese,Japanese
YASUSHI,靖,Japanese,Japanese
YOICHI,妖一,Japanese,Japanese
YOICHI,陽一,Japanese,Japanese
YOICHI,洋一,Japanese,Japanese
YOICHI,与一,Japanese,Japanese
YORI,より,Japanese,Japanese
YOSHI,義,Japanese,Japanese
YOSHI,吉,Japanese,Japanese
YOSHI,良,Japanese,Japanese
YOSHIAKI,義明,Japanese,Japanese
YOSHIHIRO,義博,Japanese,Japanese
YOSHIHIRO,義弘,Japanese,Japanese
YOSHIHIRO,義博,Japanese,Japanese
YOSHIKAZU,義量,Japanese,Japanese
YOSHIKAZU,良和,Japanese,Japanese
YOSHINORI,義則,Japanese,Japanese
YOSHIO,誉士夫,Japanese,Japanese
YOSHIO,良夫,Japanese,Japanese
YOSHIRO,義郎,Japanese,Japanese
YOSHIRO,良郎,Japanese,Japanese
YOSHIRO,義博,Japanese,Japanese
YOSHITO,義人,Japanese,Japanese
YOSHITO,美人,Japanese,Japanese
YOSHITO,由人,Japanese,Japanese
YOSHIYUKI,義行,Japanese,Japanese
YOSHIYUKI,吉行,Japanese,Japanese
YOSHIYUKI,由悠季,Japanese,Japanese
YUICHI,裕一,Japanese,Japanese
YUICHI,雄一,Japanese,Japanese
YUJI,雄二,Japanese,Japanese
YUKI,,Japanese,Japanese
YUKI,幸,Japanese,Japanese
YUKI,,Japanese,Japanese
YUKI,雪,Japanese,Japanese
YUKIO,幸雄,Japanese,Japanese
YUKIO,行雄,Japanese,Japanese
YUTAKA,裕,Japanese,Japanese
YUU,優,Japanese,Japanese
YUUDAI,雄大,Japanese,Japanese
AI,蔼,Chinese,Japanese
AI,爱,Chinese,Japanese
AI,藍,Japanese,Japanese
AI,愛,Japanese,Japanese
AIKA,愛佳,Japanese,Japanese
AIKO,愛子,Japanese,Japanese
AIMI,愛美,Japanese,Japanese
AKANE,茜,Japanese,Japanese
AKEMI,明美,Japanese,Japanese
AKI,秋,Japanese,Japanese
AKI,明,Japanese,Japanese
AKI,晶,Japanese,Japanese
AKIKO,秋子,Japanese,Japanese
AKIKO,明子,Japanese,Japanese
AKIKO,晶子,Japanese,Japanese
AKIRA,明,Japanese,Japanese
AKIRA,亮,Japanese,Japanese
AMATERASU,天照,Japanese,Japanese
AOI,碧,Japanese,Japanese
AOI,葵,Japanese,Japanese
ARISU,アリス,Japanese,Japanese
ASAMI,麻美,Japanese,Japanese
ASUKA,明日香,Japanese,Japanese
ATSUKO,篤子,Japanese,Japanese
ATSUKO,温子,Japanese,Japanese
AVARON,アヴァロン,Japanese,Japanese
AYA,彩,Japanese,Japanese
AYA,綾,Japanese,Japanese
AYAKA,彩花,Japanese,Japanese
AYAKA,彩華,Japanese,Japanese
AYAKO,彩子,Japanese,Japanese
AYAKO,綾子,Japanese,Japanese
AYAME,菖蒲,Japanese,Japanese
AYANO,彩乃,Japanese,Japanese
AYANO,綾乃,Japanese,Japanese
AYUMI,あゆみ,Japanese,Japanese
AZUMI,あずみ,Japanese,Japanese
CHIE,恵,Japanese,Japanese
CHIEKO,恵子,Japanese,Japanese
CHIHARU,千春,Japanese,Japanese
CHIKA,散花,Japanese,Japanese
CHIKAKO,千香子,Japanese,Japanese
CHINATSU,千夏,Japanese,Japanese
CHIYO,千代,Japanese,Japanese
CHIYOKO,千代子,Japanese,Japanese
CHOU,蝶,Japanese,Japanese
EIKO,栄子,Japanese,Japanese
EMI,恵美,Japanese,Japanese
EMI,絵美,Japanese,Japanese
EMIKO,恵美子,Japanese,Japanese
EMIKO,笑子,Japanese,Japanese
ERI,絵理,Japanese,Japanese
ETSUKO,悦子,Japanese,Japanese
FUJI,富,Japanese,Japanese
FUMIKO,文子,Japanese,Japanese
HANA,花,Japanese,Japanese
HANAKO,花子,Japanese,Japanese
HARU,晴,Japanese,Japanese
HARU,春,Japanese,Japanese
HARU,陽,Japanese,Japanese
HARUKA,遙,Japanese,Japanese
HARUKA,遥,Japanese,Japanese
HARUKA,悠,Japanese,Japanese
HARUKA,遼,Japanese,Japanese
HARUKI,春樹,Japanese,Japanese
HARUKO,はるこ,Japanese,Japanese
HARUMI,春美,Japanese,Japanese
HIDEKO,秀子,Japanese,Japanese
HIKARI,光,Japanese,Japanese
HIKARU,輝,Japanese,Japanese
HIRO,裕,Japanese,Japanese
HIRO,寛,Japanese,Japanese
HIRO,浩,Japanese,Japanese
HIROKO,裕子,Japanese,Japanese
HIROKO,浩子,Japanese,Japanese
HIROKO,寛子,Japanese,Japanese
HIROMI,裕美,Japanese,Japanese
HIROMI,浩美,Japanese,Japanese
HIROMI,寛美,Japanese,Japanese
HISAKO,久子,Japanese,Japanese
HISOKA,密,Japanese,Japanese
HITOMI,瞳,Japanese,Japanese
HOSHI,星,Japanese,Japanese
HOTARU,蛍,Japanese,Japanese
IZANAMI,イザナミ,Japanese,Japanese
IZUMI,泉,Japanese,Japanese
JUN,順,Japanese,Japanese
JUNKO,順子,Japanese,Japanese
JUNKO,純子,Japanese,Japanese
KAEDE,楓,Japanese,Japanese
KAMEKO,上子,Japanese,Japanese
KAMIKO,上子,Japanese,Japanese
KAORI,香織,Japanese,Japanese
KAORU,薫,Japanese,Japanese
KASUMI,霞,Japanese,Japanese
KATSUMI,勝美,Japanese,Japanese
KAZUE,一恵,Japanese,Japanese
KAZUKO,和子,Japanese,Japanese
KAZUKO,一子,Japanese,Japanese
KAZUMI,和美,Japanese,Japanese
KEI,恵,Japanese,Japanese
KEI,慶,Japanese,Japanese
KEI,桂,Japanese,Japanese
KEI,敬,Japanese,Japanese
KEI,啓,Japanese,Japanese
KEI,圭,Japanese,Japanese
KEI,景,Japanese,Japanese
KEIKO,恵子,Japanese,Japanese
KEIKO,慶子,Japanese,Japanese
KEIKO,桂子,Japanese,Japanese
KEIKO,敬子,Japanese,Japanese
KEIKO,啓子,Japanese,Japanese
KEIKO,圭子,Japanese,Japanese
KEIKO,景子,Japanese,Japanese
KIKU,菊,Japanese,Japanese
KIMI,君,Japanese,Japanese
KIMIKO,后子,Japanese,Japanese
KIMIKO,君子,Japanese,Japanese
KIN,欽,Japanese,Japanese
KIYOKO,清子,Japanese,Japanese
KIYOMI,清見,Japanese,Japanese
KO,幸,Japanese,Japanese
KO,光,Japanese,Japanese
KO,康,Japanese,Japanese
KOHAKU,琥珀,Japanese,Japanese
KOTONE,琴音,Japanese,Japanese
KOU,幸,Japanese,Japanese
KOU,光,Japanese,Japanese
KOU,康,Japanese,Japanese
KUMIKO,久美子,Japanese,Japanese
KYO,杏,Japanese,Japanese
KYO,,Japanese,Japanese
KYO,京,Japanese,Japanese
KYO,,Japanese,Japanese
KYO,協,Japanese,Japanese
KYO,,Japanese,Japanese
KYO,郷,Japanese,Japanese
KYOKO,恭子,Japanese,Japanese
KYOU,杏,Japanese,Japanese
KYOU,,Japanese,Japanese
KYOU,京,Japanese,Japanese
KYOU,,Japanese,Japanese
KYOU,協,Japanese,Japanese
KYOU,,Japanese,Japanese
KYOU,郷,Japanese,Japanese
MADOKA,円,Japanese,Japanese
MADOKA,円花,Japanese,Japanese
MAI,舞,Japanese,Japanese
MAIKO,舞子,Japanese,Japanese
MAKI,真紀,Japanese,Japanese
MAKI,真希,Japanese,Japanese
MAKI,真貴,Japanese,Japanese
MAKI,真樹,Japanese,Japanese
MAKOTO,誠,Japanese,Japanese
MANA,愛,Japanese,Japanese
MANAMI,愛美,Japanese,Japanese
MANAMI,愛海,Japanese,Japanese
MARIKO,真里子,Japanese,Japanese
MASA,正,Japanese,Japanese
MASA,雅,Japanese,Japanese
MASA,昌,Japanese,Japanese
MASA,真,Japanese,Japanese
MASA,政,Japanese,Japanese
MASA,将,Japanese,Japanese
MASAKO,雅子,Japanese,Japanese
MASAKO,昌子,Japanese,Japanese
MASAMI,雅美,Japanese,Japanese
MASUMI,真澄,Japanese,Japanese
MASUYO,益世,Japanese,Japanese
MAYUMI,麻弓,Japanese,Japanese
MEGUMI,恵,Japanese,Japanese
MI,美,Japanese,Japanese
MICHI,道,Japanese,Japanese
MICHIKO,美智子,Japanese,Japanese
MIDORI,緑,Japanese,Japanese
MIEKO,美枝子,Japanese,Japanese
MIHO,美保,Japanese,Japanese
MIHO,美帆,Japanese,Japanese
MIKA,美香,Japanese,Japanese
MIKI,美紀,Japanese,Japanese
MIKI,美姫,Japanese,Japanese
MIKI,美樹,Japanese,Japanese
MIKI,美貴,Japanese,Japanese
MINAKO,美奈子,Japanese,Japanese
MINORI,里,Japanese,Japanese
MISAKI,美咲,Japanese,Japanese
MITSUKO,光子,Japanese,Japanese
MITSURU,満,Japanese,Japanese
MIWA,美和,Japanese,Japanese
MIWA,美輪,Japanese,Japanese
MIWA,三和,Japanese,Japanese
MIWA,三輪,Japanese,Japanese
MIYAKO,美夜子,Japanese,Japanese
MIYOKO,美代子,Japanese,Japanese
MIYUKI,美幸,Japanese,Japanese
MIYUKI,美雪,Japanese,Japanese
MIYUKI,深雪,Japanese,Japanese
MIZUKI,美月,Japanese,Japanese
MOE,萌,Japanese,Japanese
MOMO,モモ,Japanese,Japanese
MOMOE,百恵,Japanese,Japanese
MOMOKO,桃子,Japanese,Japanese
MORIKO,森子,Japanese,Japanese
NANA,ナナ,Japanese,Japanese
NAO,直,Japanese,Japanese
NAO,尚,Japanese,Japanese
NAOKI,直樹,Japanese,Japanese
NAOKO,直子,Japanese,Japanese
NAOKO,尚子,Japanese,Japanese
NAOMI,直美,Japanese,Japanese
NATSUKO,夏子,Japanese,Japanese
NATSUMI,夏美,Japanese,Japanese
NOBUKO,信子,Japanese,Japanese
NORI,儀,Japanese,Japanese
NORI,典,Japanese,Japanese
NORI,則,Japanese,Japanese
NORI,法,Japanese,Japanese
NORIKO,法子,Japanese,Japanese
NORIKO,典子,Japanese,Japanese
RAN,蘭,Japanese,Japanese
REI,鈴,Japanese,Japanese
REI,零,Japanese,Japanese
REI,麗,Japanese,Japanese
REI,霊,Japanese,Japanese
REIKO,麗子,Japanese,Japanese
REN,蓮,Japanese,Japanese
RIE,理恵,Japanese,Japanese
RIKA,泉,Japanese,Japanese
RIKO,理子,Japanese,Japanese
RIN,凛,Japanese,Japanese
RYO,亮,Japanese,Japanese
RYO,遼,Japanese,Japanese
RYO,諒,Japanese,Japanese
RYO,涼,Japanese,Japanese
RYOKO,亮子,Japanese,Japanese
RYOKO,涼子,Japanese,Japanese
SACHIKO,幸子,Japanese,Japanese
SAKI,咲,Japanese,Japanese
SAKIKO,咲子,Japanese,Japanese
SAKURA,桜,Japanese,Japanese
SANGO,さんご,Japanese,Japanese
SAYURI,小百合,Japanese,Japanese
SETSUKO,節子,Japanese,Japanese
SHIGEKO,成子,Japanese,Japanese
SHIKA,鹿,Japanese,Japanese
SHINJU,真珠,Japanese,Japanese
SHIORI,詩織,Japanese,Japanese
SHIZUKA,静香,Japanese,Japanese
SHIZUKO,静子,Japanese,Japanese
SORA,空,Japanese,Japanese
SUMIKO,澄子,Japanese,Japanese
SUSUMU,進,Japanese,Japanese
SUZU,鈴,Japanese,Japanese
SUZUME,雀,Japanese,Japanese
TAKAKO,隆子,Japanese,Japanese
TAKAKO,孝子,Japanese,Japanese
TAKAKO,貴子,Japanese,Japanese
TAKAKO,敬子,Japanese,Japanese
TAKARA,宝,Japanese,Japanese
TAMIKO,民子,Japanese,Japanese
TERUKO,照子,Japanese,Japanese
TOMIKO,美子,Japanese,Japanese
TOMOKO,友子,Japanese,Japanese
TOMOKO,知子,Japanese,Japanese
TOMOKO,智子,Japanese,Japanese
TOSHIKO,敏子,Japanese,Japanese
TSUKIKO,月子,Japanese,Japanese
UME,梅,Japanese,Japanese
UMEKO,梅子,Japanese,Japanese
USAGI,兎,Japanese,Japanese
YASU,ヤス,Japanese,Japanese
YASUKO,康子,Japanese,Japanese
YOKO,洋子,Japanese,Japanese
YOKO,陽子,Japanese,Japanese
YORI,より,Japanese,Japanese
YOSHI,義,Japanese,Japanese
YOSHI,吉,Japanese,Japanese
YOSHI,良,Japanese,Japanese
YOSHIE,佳江,Japanese,Japanese
YOSHIE,由栄,Japanese,Japanese
YOSHIE,淑恵,Japanese,Japanese
YOSHIE,好恵,Japanese,Japanese
YOSHIKO,好子,Japanese,Japanese
YOSHIKO,芳子,Japanese,Japanese
YOSHIKO,良子,Japanese,Japanese
YUKA,由佳,Japanese,Japanese
YUKA,佑香,Japanese,Japanese
YUKI,幸,Japanese,Japanese
YUKI,雪,Japanese,Japanese
YUKIKO,由希子,Japanese,Japanese
YUKO,優子,Japanese,Japanese
YUKO,裕子,Japanese,Japanese
YUKO,祐子,Japanese,Japanese
YUMI,由美,Japanese,Japanese
YUMIKO,由美子,Japanese,Japanese
YURIKO,百合子,Japanese,Japanese
JIN-HO,豪金,Korean,Korean
JUNG,정,Korean,Korean
JUNG,정,Korean,Korean
AGRIPPA,Агриппа,Latin,Latin
AHASUERUS,אֲחַשְׁוֵרוֹש,Latin,Latin
AELLA,Αελλα,Greek,Latin
EIONE,Ηιονη,Latin,Latin
TATIANA,Татьяна,Russian,Latin
CHASCHUNKA,Chas-chunk-a,Native_american,Native_american
HELUSHKA,He-lush-ka,Native_american,Native_american
TISSEEWOONATIS,Tis-see-woo-na-tis,Native_american,Native_american
FELIKS,Феликс,Russian,Polish
NIKIFOR,Никифор,Cyrillic,Polish
ROKSANA,Роксана,Russian,Polish
TATIANA,Татьяна,Russian,Portuguese
ANDREI,Андре́й,Russian,Romanian
APOSTOL,Апостол,Russian,Romanian
DRAGOMIR,Драгомир,Serbian,Romanian
DRAGOMIR,Драгомир,Bulgarian,Romanian
GAVRIL,Гаврил,Bulgarian,Romanian
IOSIF,Иосиф,Romanian,Romanian
MIRELA,Мирела,Bulgarian,Romanian
RUXANDRA,Руксандра,Romanian,Romanian
TATIANA,Татьяна,Russian,Romanian
VIOLETA,Виолета,Bulgarian,Romanian
AFANAS,Афанас,Russian,Russian
AFANASIY,Афана́сий,Russian,Russian
AFON,Афон,Russian,Russian
AFONASEI,Афана́сий,Russian,Russian
AFONASII,Афана́сий,Russian,Russian
AFONIKA,Афоника,Russian,Russian
AFON'KA,Афонька,Russian,Russian
AFONKA,Афонка,Russian,Russian
AFONOS,Афонос,Russian,Russian
AGRIPIN,Агрипин,Russian,Russian
AKIM,Аки́м,Russian,Russian
ALEKS,А́лекс,Russian,Russian
ALEKSANDR,Алекса́ндр,Russian,Russian
ALEKSEI,Алексе́й,Russian,Russian
ALEKSEY,Алексе́й,Russian,Russian
ALEXEI,Алексе́й,Russian,Russian
ALIK,А́лик,Russian,Russian
ALYOSHA,Алëша,Russian,Russian
AMBROSII,Амвро́сий,Russian,Russian
ANASTASII,Анаста́сий,Russian,Russian
ANATOLII,Анато́лий,Russian,Russian
ANATOLIY,Анато́лий,Russian,Russian
ANDREI,Андре́й,Russian,Russian
ANDRII,Андрий,Russian,Russian
ANISIM,Анисим,Russian,Russian
ANTON,Антон,Russian,Russian
ANTONIY,Антоний,Russian,Russian
APOLLONII,Аполло́ний,Russian,Russian
APOSTOL,Апостол,Russian,Russian
ARAMAZD,Ահուրա,Armenian,Russian
ARAMAZD,Арамазд,Russian,Russian
ARISTARKH,Аристарх,Russian,Russian
ARKADIY,Арка́дий,Russian,Russian
ARKHIP,Архи́п,Russian,Russian
ARSENII,Арсе́ний,Russian,Russian
ARTYOM,Артём,Russian,Russian
AVGUSTIN,Августи́н,Russian,Russian
BOGATYR,Богатырь,Russian,Russian
BOLESLAV,Болеслав,Russian,Russian
BORIS,Борис,Russian,Russian
BORISLAV,Борислав,Russian,Russian
BORYA,Боря,Russian,Russian
BRONISLAV,Бронислав,Russian,Russian
CHERNOBOG,Чернобог,Russian,Russian
CZERNOBOG,Чернобог,Russian,Russian
DANIIL,Даниил,Russian,Russian
DEMYAN,Демьян,Russian,Russian
DESYA,Деся,Russian,Russian
DIMA,Дима,Russian,Russian
DMITRIY,Дми́трий,Russian,Russian
DOBRUSHIN,Добрушин,Russian,Russian
DOROFEY,Дорофей,Russian,Russian
EFIM,Ефим,Russian,Russian
EFROSIN,Ефросин,Russian,Russian
ERMOLAI,Ермолай,Russian,Russian
EVGENIY,Евгений,Russian,Russian
FADDEI,Фадде́й,Russian,Russian
FEDIR,Федір,Russian,Russian
FÉDOR,Фёдор,Russian,Russian
FEDOT,Федот,Russian,Russian
FEDYA,Федя,Russian,Russian
FELIKS,Феликс,Russian,Russian
FEODOR,Фёдор,Russian,Russian
FEODOSIY,Феодосий,Russian,Russian
FEODOT,Фёдот,Russian,Russian
FEOFAN,Феофан,Russian,Russian
FEOFIL,Феофил,Russian,Russian
FEOFILAKT,Феофилакт,Russian,Russian
FERAPONT,Ферапонт,Russian,Russian
FILAT,Филат,Russian,Russian
FILIPP,Филипп,Russian,Russian
FLORENTIY,Флорентий,Russian,Russian
FOKA,Фока,Russian,Russian
FOMA,Фома,Russian,Russian
FYODOR,Фёдор,Russian,Russian
GAVRIIL,Гавриил,Russian,Russian
GEDEON,Гедеон,Russian,Russian
GENNADIY,Геннадий,Russian,Russian
GEORGII,Георгий,Russian,Russian
GEORGIY,Георгий,Russian,Russian
GERASIM,Герасим,Russian,Russian
GERMAN,Герман,Russian,Russian
GERMOGEN,Гермоген,Russian,Russian
GERVASII,Гервасий,Russian,Russian
GLEB,Глеб,Russian,Russian
GOGA,Гога,Russian,Russian
GOGOL,Го́голь,Russian,Russian
GORA,Гора,Russian,Russian
GORYA,Горя,Russian,Russian
GRIGORIY,Григорий,Russian,Russian
GRISHA,Гриша,Russian,Russian
IAKOV,Яков,Russian,Russian
IERONIM,Иероним,Russian,Russian
IGOR,Игорь,Russian,Russian
ILARION,Иларион,Russian,Russian
ILARION,Іларіон,Ukrainian,Russian
ILARIY,Иларий,Russian,Russian
ILIA,Илья,Russian,Russian
ILLARION,Илларион,Russian,Russian
ILYA,Илья,Russian,Russian
INNA,И́нна,Russian,Russian
INNOKENTIY,Инокентий,Russian,Russian
IOANN,Иоанн,Russian,Russian
IOAKIM,Иоаким,Russian,Russian
IOSIF,Иосиф,Russian,Russian
IPATIY,Ипатий,Russian,Russian
IPPOLIT,Ипполит,Russian,Russian
IRINEI,Ириней,Russian,Russian
ISAAK,Исаак,Russian,Russian
ISAI,Исай,Russian,Russian
ISIDOR,Исидор,Russian,Russian
IVAN,Иван,Russian,Russian
IVANN,Иванн,Russian,Russian
JULIJ,Юлий,Russian,Russian
KARP,Карп,Russian,Russian
KAZIMIR,Казимир,Russian,Russian
KHARITON,Харито́н,Russian,Russian
KIR,Ки́р,Russian,Russian
KIRILL,Кири́лл,Russian,Russian
KLAVDII,Клавдии,Russian,Russian
KLIMENT,Климент,Russian,Russian
KOLDAN,Колдан,Russian,Russian
KOLMOGOROV,Колмогоров,Russian,Russian
KOLODA,Колода,Russian,Russian
KOLODKA,Колодка,Russian,Russian
KOLYA,Коля,Russian,Russian
KOLZAK,Колзак,Russian,Russian
KONSTANTIN,Константин,Russian,Russian
KOSTYA,Костя,Russian,Russian
KUZMA,Кузьма,Russian,Russian
LAVRENTII,Лаврентий,Russian,Russian
LAVRENTIY,Лаврентий,Russian,Russian
LAZAR,Ла́зарь,Russian,Russian
LAZAR,Лазар,Serbian,Russian
LEONID,Леонид,Russian,Russian
LEONTIY,Леонтий,Russian,Russian
LUDMIL,Лудмил,Russian,Russian
MAKAR,Макар,Russian,Russian
MAKARIY,Макарий,Russian,Russian
MAKSIM,Максим,Russian,Russian
MAKSIMILIAN,Максимилиа́н,Russian,Russian
MARLEN,Марлен,Russian,Russian
MATVEY,Матвей,Russian,Russian
MAXIM,Максим,Russian,Russian
MEFODIY,Мефодий,Russian,Russian
MELOR,Мэлор,Russian,Russian
MIKHAIL,Михаи́л,Russian,Russian
MIRON,Мирон,Russian,Russian
MISHA,Миша,Russian,Russian
MITROFAN,Мітрафан,Russian,Russian
MITYA,Митя,Russian,Russian
MODEST,Модест,Russian,Russian
MODYA,Модя,Russian,Russian
MOTYA,Мотя,Russian,Russian
NAUM,Наум,Russian,Russian
NAZAR,Назар,Russian,Russian
NAZARIY,Назарий,Russian,Russian
NIKIFOR,Никифор,Cyrillic,Russian
NIKITA,Никита,Russian,Russian
NIKODIM,Никоди́м,Russian,Russian
NIKOLAI,Никола́й,Russian,Russian
OLEG,Олег,Russian,Russian
ONISIM,Онисим,Russian,Russian
OSIP,Осип,Russian,Russian
PANKRATIY,Панкратий,Russian,Russian
PASHA,Паша,Russian,Russian
PATYA,Патя,Russian,Russian
PAVEL,Павел,Russian,Russian
PETYA,Петя,Russian,Russian
PROKHOR,Прохор,Russian,Russian
PROKOPIY,Прокопий,Russian,Russian
PYOTR,Пётр,Russian,Russian
RADOMIL,Радомил,Russian,Russian
RODION,Родион,Russian,Russian
RODYA,Родя,Russian,Russian
ROLAN,Ролан,Russian,Russian
ROMAN,Роман,Russian,Russian
ROSTISLAV,Ростислав,Russian,Russian
ROSTYA,Рося,Russian,Russian
RURIK,Рюрик,Russian,Russian
SAMUIL,Самуил,Russian,Russian
SASHA,Саша,Russian,Russian
SASHURA,Сашура,Russian,Russian
SAVELIY,Саве́лий,Russian,Russian
SAVIN,Савин,Russian,Russian
SAVVA,Савве,Russian,Russian
SEMYON,Семён,Russian,Russian
SERAFIM,Серафим,Russian,Russian
SERGEI,Сергей,Russian,Russian
SEVASTIAN,Севастьян,Russian,Russian
SHURA,Шура,Russian,Russian
SLAVA,Слава,Russian,Russian
SPIRIDON,Спиридон,Russian,Russian
STANISLAV,Станислав,Russian,Russian
STAS,Стас,Russian,Russian
STEFAN,Стефан,Russian,Russian
STEPAN,Степан,Russian,Russian
SVYATOPOLK,Святополк,Russian,Russian
SVYATOSLAV,Святослав,Russian,Russian
TARAS,Τάρας,Greek,Russian
TARAS,Тарас,Cyrillic,Russian
TERENTI,Терентий,Russian,Russian
TIKHON,Тихон,Russian,Russian
TIMOFEI,Тимофе́й,Russian,Russian
TIMOFEY,Тимофе́й,Russian,Russian
TIMOFIY,Тимофій,Russian,Russian
TIMUR,Тиму́р,Russian,Russian
TIT,Тит,Russian,Russian
TOMA,Тома,Russian,Russian
VALERIY,Валерий,Russian,Russian
VANJA,Ваня,Russian,Russian
VANYA,Ваня,Russian,Russian
VARFOLOMEI,Варфоломей,Russian,Russian
VARNAVA,Варнава,Russian,Russian
VASILIY,Василий,Russian,Russian
VASYA,Вася,Russian,Russian
VENEDIKT,Венедикт,Russian,Russian
VENIAMIN,Вениамин,Russian,Russian
VIKENTIY,Викентий,Russian,Russian
VIKTOR,Виктор,Cyrillic,Russian
VITALIY,Виталий,Russian,Russian
VITYA,Витя,Russian,Russian
VLAD,Влад,Russian,Russian
VLADIMIR,Влади́мир,Cyrillic,Russian
VLADISLAV,Владислав,Cyrillic,Russian
VLASII,Власий,Russian,Russian
VLASIY,Власий,Russian,Russian
VOLYA,Воля,Russian,Russian
VOVA,Вова,Russian,Russian
VSEVOLOD,Всеволод,Russian,Russian
VYACHESLAV,Вячеслав,Russian,Russian
YAKIM,Яким,Russian,Russian
YAKOV,Яков,Russian,Russian
YAROMIR,Яромир,Russian,Russian
YAROPOLK,Ярополк,Russian,Russian
YAROSLAV,Ярослав,Russian,Russian
YASHA,Яша,Russian,Russian
YEFIM,Ефим,Russian,Russian
YEFREM,Ефрем,Russian,Russian
YEGOR,Егор,Russian,Russian
YEMELYAN,Емельян,Russian,Russian
YERMOLAI,Ермолай,Russian,Russian
YEVGENIY,Евгений,Russian,Russian
YULI,Юлий,Russian,Russian
YULIAN,Юлиан,Russian,Russian
YULIY,Юлий,Russian,Russian
YURIY,Юрий,Russian,Russian
ZAKHAR,Захар,Russian,Russian
ZINOVIY,Зиновий,Russian,Russian
ADELA�DA,Аделаи́да,Russian,Russian
AFANASIIA,Афана́сия,Russian,Russian
AGAFIA,Ага́фья,Russian,Russian
AGAFYA,Агафя,Russian,Russian
AGLAII,Аглаий,Russian,Russian
AGNESSA,Агне́сса,Russian,Russian
AGRAFENA,Аграфена,Russian,Russian
AGRAFINA,Аграфина,Russian,Russian
AGRIPINA,Агрипина,Russian,Russian
AGRIPPA,Агриппа,Russian,Russian
AGRIPPINA,Агриппина,Russian,Russian
AKILINA,Акили́на,Russian,Russian
AKSINYA,Акси́ния,Russian,Russian
