Original Name,Name in Other Language,Language,Location
ALEXANDER,אֲלֶכְּסַנְדֶר,Hebrew,Hebrew
ALIAH,עַוְלָה,Hebrew,Hebrew
ALLOWN,אַלוֹן,Hebrew,Hebrew
ALVAH,עַלְוָה,Hebrew,Hebrew
AMAL,עָמָל,Hebrew,Hebrew
AMARYAH,אֲמַרְיָה,Hebrew,Hebrew
AMARYAHU,אֲמַרְיָהוּ,Hebrew,Hebrew
AMASA,עֲמָשָׂא,Hebrew,Hebrew
AMASAY,עֲמָשָׂי,Hebrew,Hebrew
AMEN,Ἀμήν,Greek,Hebrew
AMEN,אָמֵן,Hebrew,Hebrew
AMIASAF,עַמִּיאָסָף,Hebrew,Hebrew
AMIR,אָמִיר,Hebrew,Hebrew
AMIR,עָמִית,Hebrew,Hebrew
AMIT,עָמִית,Hebrew,Hebrew
AMITTAY,אֲמִתַּי,Hebrew,Hebrew
AMIY,אָמי,Hebrew,Hebrew
AMMIY'EL,עַמִּיאֵל,Hebrew,Hebrew
AMMIYHUWD,עַמִּיהוּד,Hebrew,Hebrew
AMMIYNADAB,עַמִּינָדָב,Hebrew,Hebrew
AMMOWN,עַמּוֹן,Hebrew,Hebrew
AMOWC,עָמוֹס,Hebrew,Hebrew
AMOWN,אָמוֹן,Hebrew,Hebrew
AMOWTS,אָמוֹץ,Hebrew,Hebrew
AMRAM,עַמְרָם,Hebrew,Hebrew
ANAH,עֲנָה,Hebrew,Hebrew
ANAK,עֲנָק,Hebrew,Hebrew
ANAN,עֲנָן,Hebrew,Hebrew
ANANIY,עֲנָנִי,Hebrew,Hebrew
ANANYA,עֲנַנְיָה,Hebrew,Hebrew
ANAQ,עֲנָק,Hebrew,Hebrew
ANAT,עַנָת,Hebrew,Hebrew
APHRA,רפַעָ,Hebrew,Hebrew
ARAM,אַרָם,Hebrew,Hebrew
ARDIY,אַרְדִּי,Hebrew,Hebrew
ARDOWN,אַרְדּוֹן,Hebrew,Hebrew
AR'ELIY,אֲרְאֵלִי,Hebrew,Hebrew
ARIAV,אֲרִיאָב,Hebrew,Hebrew
ARI'EL,אֲרִיאֵל,Hebrew,Hebrew
ARIK,אָרִיק,Hebrew,Hebrew
ARIYDAY,אֲרִידַי,Hebrew,Hebrew
ARPAKSHAD,אַרְפַּכְשַׁד,Hebrew,Hebrew
ARTACHSHASHTA,אַרְתַּחְשַׁשְׁתְּא,Hebrew,Hebrew
ARYEH,אֲרִי,Hebrew,Hebrew
ASAR'EL,אֲשַׂרְאֵל,Hebrew,Hebrew
ASHCHUWR,אַשְׁחוּר,Hebrew,Hebrew
ASHER,אָשֵׁר,Hebrew,Hebrew
ASHSHUWR,אַשּׁוּר,Hebrew,Hebrew
ASIF,אָסִיף,Hebrew,Hebrew
ASRIY'EL,אַשְׂרִיאֵל,Hebrew,Hebrew
ATIR,עַטִיר,Hebrew,Hebrew
ATSEL,אָצֵל,Hebrew,Hebrew
AVDON,עַבְדּוֹן,Hebrew,Hebrew
AVI,אֲבִי,Hebrew,Hebrew
AVICHAYIL,אֲבִיחַיִל,Hebrew,Hebrew
AVIDAN,אֲבִידָן,Hebrew,Hebrew
AVIGAL,אֲבִיגַל,Hebrew,Hebrew
AVIMELECH,אֲבִימֶלֶך,Hebrew,Hebrew
AVIRAM,אֲבִירָם,Hebrew,Hebrew
AVISHAI,אֲבִישַׁי,Hebrew,Hebrew
AVISHALOM,אֲבִישָׁלוֹם,Hebrew,Hebrew
AVIV,אֲבִיב,Hebrew,Hebrew
AVIYAH,אֲבִיָּה,Hebrew,Hebrew
AVNER,אֲבְנִיאֵל,Hebrew,Hebrew
AVRAHAM,אַבְרָהָם,Hebrew,Hebrew
AVRAM,אַבְרָם,Hebrew,Hebrew
AVSALOM,אֲבְשָׁלוֹם,Hebrew,Hebrew
AVSHALOM,אֲבְשָׁלוֹם,Hebrew,Hebrew
AYAH,אַיָּה,Hebrew,Hebrew
AYAL,אַיָל,Hebrew,Hebrew
AYALON,אַיָּלוֹן,Hebrew,Hebrew
AZANYAH,אֲזַנְיָה,Hebrew,Hebrew
AZAR'EL,עֲזַרְאֵל,Hebrew,Hebrew
AZARYA,עֲזַרְיָה,Hebrew,Hebrew
AZAZYAHUW,עָזַזְיָהוּ,Hebrew,Hebrew
AZIZ,עַזִּיז,Hebrew,Hebrew
AZRIY'EL,עַזְרִיאֵל,Hebrew,Hebrew
BA'AL,בַּעַל,Hebrew,Hebrew
BA'AL-ZEBUWB,בַּעַלזְבוּב,Hebrew,Hebrew
BANIY,בָּנִי,Hebrew,Hebrew
BARAQ,בָּרָק,Hebrew,Hebrew
BARUWK,בָּרוּךְ,Hebrew,Hebrew
BARZILLAY,בַּרְזִלַי,Hebrew,Hebrew
BAZAK,בָּזָק,Hebrew,Hebrew
BELA,בֶּלַע,Hebrew,Hebrew
BELSHA'TSTSAR,בֵּלְשַׁאצַּר,Hebrew,Hebrew
BELSHA'TSTSAR,בֵּלְאשַׁצַּר,Hebrew,Hebrew
BENAYAH,בְּנָיָה,Hebrew,Hebrew
BENAYAHU,בֵּנָיָהוּ,Hebrew,Hebrew
BEN-OWNIY,בֶּן-אוֹנִי,Hebrew,Hebrew
BETHUW'EL,בְּתוּאֵל,Hebrew,Hebrew
BETSALEL,בְּצַלְאֵל,Hebrew,Hebrew
BIGVAY,בִּגְוַי,Hebrew,Hebrew
BILHAN,בִּלְהָן,Hebrew,Hebrew
BINYAMIN,בִּנְיָמִין,Hebrew,Hebrew
BO'AZ,בּׄעַז,Hebrew,Hebrew
BUWZ,בּוּז,Hebrew,Hebrew
CANCHERIYB,סַנְחֵרִיב,Hebrew,Hebrew
CARNI,קַרְנִי,Hebrew,Hebrew
CELA,סֶלַע,Hebrew,Hebrew
CHABAQQUWQ,חֲבַקּוּק,Hebrew,Hebrew
CHADAD,חֲדַד,Hebrew,Hebrew
CHADAR,הֲדַר,Hebrew,Hebrew
CHAGGAY,חַגִּי,Hebrew,Hebrew
CHAGGIY,חַגִּי,Hebrew,Hebrew
CHAKLAI,חַייקֶעל,Hebrew,Hebrew
CHAM,חָם,Hebrew,Hebrew
CHAMMUW'EL,חַמּוּאֵל,Hebrew,Hebrew
CHAMRAN,חַמְרָן,Hebrew,Hebrew
CHANAN,חָנָן,Hebrew,Hebrew
CHANANIY,חֲנָנִי,Hebrew,Hebrew
CHANANYAH,חֲנַנְיָה,Hebrew,Hebrew
CHANANYAHU,חֲנַנְיָהוּ,Hebrew,Hebrew
CHANNIY'EL,חֲנָּיאֵל,Hebrew,Hebrew
CHANOWK,חֲנוֹךְ,Hebrew,Hebrew
CHASHSHUWB,חַשּׁוּב,Hebrew,Hebrew
CHAVIVA,חֲבִיבָה,Hebrew,Hebrew
CHAVIYLAH,חֲוִילָה,Hebrew,Hebrew
CHAYYIM,חַיִּים,Hebrew,Hebrew
CHAZA'EL,חֲזָאֵל,Hebrew,Hebrew
CHEBER,חֶבֶר,Hebrew,Hebrew
CHEBROWN,חֶבְרוֹן,Hebrew,Hebrew
CHETSROWN,חֶצְרוֹן,Hebrew,Hebrew
CHEVER,חֶבֶר,Hebrew,Hebrew
CHILKIYA,חִלְקִיָּה,Hebrew,Hebrew
CHILQIYAH,חִלְקִיָּה,Hebrew,Hebrew
CHINAN,חִגָּן,Hebrew,Hebrew
CHIY'EL,חִיאֵל,Hebrew,Hebrew
CHIYRAH,חִירָה,Hebrew,Hebrew
CHIYRAM,חִירָם,Hebrew,Hebrew
CHIZKIYAH,חִזְקִיָה,Hebrew,Hebrew
CHIZQIYAH,חִזְקִיָה,Hebrew,Hebrew
CIYCERA,סִיסְרָא,Hebrew,Hebrew
COWDIY,סוֹדִי,Hebrew,Hebrew
DAN,דָּן,Hebrew,Hebrew
DANIY,דָּנִי,Hebrew,Hebrew
DANIYEL,בָּנִיּאֵל,Hebrew,Hebrew
DAR,בַּר,Hebrew,Hebrew
DARA,דֶּרַע,Hebrew,Hebrew
DAR`YAVESH,דַּרְיָוֶשׁ,Hebrew,Hebrew
DA'THAN,דָּתָן,Hebrew,Hebrew
DATHAN,דָּתָן,Hebrew,Hebrew
DAVID,דָּוִד,Hebrew,Hebrew
DAVID,דָּוִיד,Hebrew,Hebrew
DEKEL,דֶּקֶל,Hebrew,Hebrew
DELAYAH,דְּלָיָה,Hebrew,Hebrew
DELAYAHU,דְּלָיָהוּ,Hebrew,Hebrew
DIBRIY,דִּבְרִי,Hebrew,Hebrew
DIQLAH,דִּקְלָה,Hebrew,Hebrew
DIVRI,דִּבְרִי,Hebrew,Hebrew
DIYSHAN,דִּישָׁן,Hebrew,Hebrew
DOR,דּוֹר,Hebrew,Hebrew
DORAN,דּוֹרָן,Hebrew,Hebrew
DORON,דּוֹרוֹן,Hebrew,Hebrew
DOV,דּוֹב,Hebrew,Hebrew
DOVEV,דּוֹבֵב,Hebrew,Hebrew
DOWR,דּוֹר,Hebrew,Hebrew
EBEN,אֶבֶן,Hebrew,Hebrew
EBEN-HAEZER,אֶבֶן-עֵזֶר,Hebrew,Hebrew
EBER,עֵבֶר,Hebrew,Hebrew
EBRON,עֶבְרוֹן,Hebrew,Hebrew
ECHUWD,אֵחוּד,Hebrew,Hebrew
EDEN,עֵדֶן,Hebrew,Hebrew
EDER,עֵדֶר,Hebrew,Hebrew
EDOM,אֶדוֹם,Hebrew,Hebrew
EFA,עֵיפָה,Hebrew,Hebrew
EFAH,עֵיפָה,Hebrew,Hebrew
EFRAYIM,אֶפְרַיִם,Hebrew,Hebrew
EHUWD,אֵהוּד,Hebrew,Hebrew
EIDI,עֵדִי,Hebrew,Hebrew
EL,אֵל,Hebrew,Hebrew
ELAD,אֶלְעַד,Hebrew,Hebrew
EL'ADAH,אֶלְעָדָה,Hebrew,Hebrew
ELAZAR,אֶלְעָזָר,Hebrew,Hebrew
ELCHANAN,אֶלְחָנָן,Hebrew,Hebrew
ELDAD,אֶלְדָּד,Hebrew,Hebrew
ELIAV,אֱלִיאָב,Hebrew,Hebrew
ELIEZER,אֱלִיעֶזֶר,Hebrew,Hebrew
ELIHUD,אֱלִיהוּד,Hebrew,Hebrew
ELIY,עֵלִי,Hebrew,Hebrew
ELIYAB,אֱלִיאָב,Hebrew,Hebrew
ELIYAH,אֵלִיָּה,Hebrew,Hebrew
ELIYHUW,אֵלִיָהוּ,Hebrew,Hebrew
ELIYMELEK,אֱלִימֶלֶךְ,Hebrew,Hebrew
ELIYPHAZ,אֱלִׄפַז,Hebrew,Hebrew
ELIYPHELET,אֱלִיפֶלֶט,Hebrew,Hebrew
ELIYSHA,אֱלִישָׁע,Hebrew,Hebrew
ELIYSHUWA,אֱלִישׁוּעַ,Hebrew,Hebrew
ELPAAL,אֶלְפָעַל,Hebrew,Hebrew
ELQANAH,אֶלְקָנָה,Hebrew,Hebrew
ELYACAPH,אֱלְיָסָף,Hebrew,Hebrew
ELYAQIYM,אֱלְיָקִים,Hebrew,Hebrew
ELYEHOWEYNAY,אֶלְיְהוֹעֵינַי,Hebrew,Hebrew
EMMET,אֶמֶת,Hebrew,Hebrew
ENOWSH,אֶנוֹשׁ,Hebrew,Hebrew
EPHER,עֵפֶר,Hebrew,Hebrew
EPHRAYIM,אֶפְרַיִם,Hebrew,Hebrew
ERAN,עֵרָן,Hebrew,Hebrew
EREZ,אֶרֶז,Hebrew,Hebrew
ESAV,עֵשָׂו,Hebrew,Hebrew
EVEN,אֶבֶן,Hebrew,Hebrew
EVEN-EZER,אֶבֶן-עֵזֶר,Hebrew,Hebrew
EVER,עֵבֶר,Hebrew,Hebrew
EVRON,עֶבְרׄן,Hebrew,Hebrew
EYPHAH,עֵיפָה,Hebrew,Hebrew
EYTHAN,אֶזְרָחִי,Hebrew,Hebrew
EZRA,עֶזְרָא,Hebrew,Hebrew
EZRAH,עְזָרה,Hebrew,Hebrew
GABRIYEL,גַּבְרִיאֵל,Hebrew,Hebrew
GAD,גָּד,Hebrew,Hebrew
GADDIYEL,גַּדִּיאֵל,Hebrew,Hebrew
GAL,גַּל,Hebrew,Hebrew
GALAL,גָּלָל,Hebrew,Hebrew
GALIYL,גָּלִיל,Hebrew,Hebrew
GAMAL,גָּמָל,Hebrew,Hebrew
GAMLIYEL,גַּמְלִיאֵל,Hebrew,Hebrew
GAVRI,גַּבְרִי,Hebrew,Hebrew
GEDALYAH,גְּדַלְיָה,Hebrew,Hebrew
GEDALYAHU,גְּדַלְיָהוּ,Hebrew,Hebrew
GEMARYAH,גְּמַרְיָה,Hebrew,Hebrew
GEMARYAHU,גְּמַרְיָהוּ,Hebrew,Hebrew
GERA,גֵּרָא,Hebrew,Hebrew
GERESHOM,גֵּרְשׁׄם,Hebrew,Hebrew
GERESHOWN,גֵּרְשׁוֹן,Hebrew,Hebrew
GIDDEL,גִּדֵּל,Hebrew,Hebrew
GIDOWN,גִּדְעוֹן,Hebrew,Hebrew
GIL,גִּיל,Hebrew,Hebrew
GIL-AD,גִּיל-עַד,Hebrew,Hebrew
GILAD,גִּלְעָד,Hebrew,Hebrew
GINA,גִּנָּה,Hebrew,Hebrew
GOLYATH,גָּלְיַת,Hebrew,Hebrew
GOMER,גּׄמֶר,Hebrew,Hebrew
GOWG,גּוֹג,Hebrew,Hebrew
HADAD,חֲדַד,Hebrew,Hebrew
HADAR,הֲדַר,Hebrew,Hebrew
HADAS,הָדָס,Hebrew,Hebrew
HAMAN,הָמָן,Hebrew,Hebrew
HEBEL,הֶבֶל,Hebrew,Hebrew
HEBER,Ἔβέρ,Greek,Hebrew
HEBER,עֵבֶר,Hebrew,Hebrew
HED,הֵד,Hebrew,Hebrew
HEVEL,הֶבֶל,Hebrew,Hebrew
HEYLEL,הֵילֵל,Hebrew,Hebrew
HILLEL,חִלֵּל,Hebrew,Hebrew
HOSHA'NA,הוֹשׁע-נא,Hebrew,Hebrew
HOWSHEA,הוֹשֵׁעַ,Hebrew,Hebrew
IBRIY,עִבְרִי,Hebrew,Hebrew
ILAN,אִילָן,Hebrew,Hebrew
IMMANUW'EL,עִמָּנוּאֵל,Hebrew,Hebrew
IMRIY,אִמְרִי,Hebrew,Hebrew
ITTAY,אִתַּי,Hebrew,Hebrew
IVRI,עִבְרִי,Hebrew,Hebrew
IVTZAN,אִבצָן,Hebrew,Hebrew
IY-KABOWD,אִי-וכָבוֹד,Hebrew,Hebrew
IYOWB,אִיּוֹב,Hebrew,Hebrew
IYTHAMAR,אִיתָמָר,Hebrew,Hebrew
IYTHIYEL,אִיתִיאֵל,Hebrew,Hebrew
IYRA,עִירָא,Hebrew,Hebrew
KAFZIEL,קפציאל,Hebrew,Hebrew
KALEB,כָּלֵב,Hebrew,Hebrew
KALEV,כָּלֵב,Hebrew,Hebrew
KALIL,כָּלִיל,Hebrew,Hebrew
KARMEL,כַּרְמֶל,Hebrew,Hebrew
KARMIY,כַּרְמִי,Hebrew,Hebrew
KARNI,קַרְנִי,Hebrew,Hebrew
KASHTI,קַשְׁתִּי,Hebrew,Hebrew
KEHATH,קְהָת,Hebrew,Hebrew
KENANYAH,כְּנַנְיָה,Hebrew,Hebrew
KESED,כֶּשֶׂד,Hebrew,Hebrew
KORACH,קׄרַח,Hebrew,Hebrew
KOWRESH,כּׄרֶשׁ,Hebrew,Hebrew
KUWSH,כּוּשׁ,Hebrew,Hebrew
LABAN,לָבָן,Hebrew,Hebrew
LAEL,לָאֵל,Hebrew,Hebrew
LAPIYDOWTH,לַפִּידוֹת,Hebrew,Hebrew
LAVAN,לָבָן,Hebrew,Hebrew
LAVI,לָבִיא,Hebrew,Hebrew
LECHIY,לִחִי,Hebrew,Hebrew
LEMEK,לֶמֶךְ,Hebrew,Hebrew
LEMUWEL,לְמוּאֵל,Hebrew,Hebrew
LEV,לֵב,Hebrew,Hebrew
LEVIY,לֵוִי,Hebrew,Hebrew
LI,לִי,Hebrew,Hebrew
LIAM,לִי-עָם,Hebrew,Hebrew
LIOR,לִיאוֹר,Hebrew,Hebrew
LIRON,לִירוֹן,Hebrew,Hebrew
LOCHESH,לוֹחֵשׁ,Hebrew,Hebrew
LOWT,לוֹט,Hebrew,Hebrew
MAAKAH,מַעֲכָה,Hebrew,Hebrew
MACHLAH,מַחְלָה,Hebrew,Hebrew
MACHLOWN,מַחְלוֹן,Hebrew,Hebrew
MADAY,מָדַי,Hebrew,Hebrew
MAHIR,מָהִיר,Hebrew,Hebrew
MAKSIM,מַקְסִים,Hebrew,Hebrew
MALAK,מַלְאָךְ,Hebrew,Hebrew
MALAKIY,מַלְאָכִי,Hebrew,Hebrew
MALKA,מַלְכָּה,Hebrew,Hebrew
MANI,מָנִי,Hebrew,Hebrew
MASA,מַשָׂא,Hebrew,Hebrew
MASSA,מַשָׂא,Hebrew,Hebrew
MATAN,מַתָּן,Hebrew,Hebrew
MATANYA,מַתַּנְיָה,Hebrew,Hebrew
MATITYA,מַתִּתְיָה,Hebrew,Hebrew
MATITYAHU,מַתִּתְיָהוּ,Hebrew,Hebrew
MATTAN,מַתָּן,Hebrew,Hebrew
MATTANYAH,מַתַּנְיָה,Hebrew,Hebrew
MATTATHIA,מַתִּתְיָהוּ,Hebrew,Hebrew
MATTITHYAH,מַתִּתְיָה,Hebrew,Hebrew
MATTITHYAHU,מַתִּתְיָהוּ,Hebrew,Hebrew
MEIR,מֵאִיר,Hebrew,Hebrew
MELEK,מֶלֶךְ,Hebrew,Hebrew
MENACHEM,מְנַחֵם,Hebrew,Hebrew
MENASHSHEH,מְנַשֶּׁה,Hebrew,Hebrew
MEONOTHAI,מְעוֹנׄתַי,Hebrew,Hebrew
MERARIY,מְרָרִי,Hebrew,Hebrew
MERED,מֶרֶד,Hebrew,Hebrew
MERODACH,מְרׄדָךְ,Hebrew,Hebrew
MESHEK,מֶשֶׁךְ,Hebrew,Hebrew
MESHULLAM,מְשֻׁלָּם,Hebrew,Hebrew
METHUWSHAEL,מְתוּשָׁאֵל,Hebrew,Hebrew
METHUWSHELACH,מְתוּשֶׁלַח,Hebrew,Hebrew
METUSHELACH,מְתוּשֶלַח,Hebrew,Hebrew
MEYDAD,מֵידָד,Hebrew,Hebrew
MICHA'EL,מִיכָאֵל,Hebrew,Hebrew
MIDYAN,מִדְיָן,Hebrew,Hebrew
MIYKA'EL,מִיכָאֵל,Hebrew,Hebrew
MIYKA,מִיכָא,Hebrew,Hebrew
MIYKAH,מִיכָה,Hebrew,Hebrew
MORAG,מוֹרַג,Hebrew,Hebrew
MORDEKAY,מָרְדְּכַי,Hebrew,Hebrew
MOSHE,מׄשֶׁה,Hebrew,Hebrew
MOWAB,מוֹאָב,Hebrew,Hebrew
NACHOWR,נָחוֹר,Hebrew,Hebrew
NACHUWM,נַחוּם,Hebrew,Hebrew
NADAV,נָדָב,Hebrew,Hebrew
NADIR,נָדִיר,Hebrew,Hebrew
NAPHTALIY,נַפְתָּלִי,Hebrew,Hebrew
NATAN,נָתָן,Hebrew,Hebrew
NATHAN,נָתָן,Hebrew,Hebrew
NEBO,נְבוֹ,Hebrew,Hebrew
NEBOW,נְבוֹ,Hebrew,Hebrew
NEBUWKADNETSTSAR,נְבוּכַדְנֶאצַּר,Hebrew,Hebrew
NECHEMYAH,נְחֶמְיָה,Hebrew,Hebrew
NEDABYAH,נְדַבְיָה,Hebrew,Hebrew
NEQOWDA,נְקוֹרָא,Hebrew,Hebrew
NERIYA,נֵרִיָּה,Hebrew,Hebrew
NERIYAHU,נֵרִיָּהוּ,Hebrew,Hebrew
NES,נֵס,Hebrew,Hebrew
NETA,נֶטַע,Hebrew,Hebrew
NETANEL,נְתַנְאֵל,Hebrew,Hebrew
NETANYA,נְתַנָה,Hebrew,Hebrew
NETHANEL,נְתַנְאֵל,Hebrew,Hebrew
NETHANYAH,נְתַנָה,Hebrew,Hebrew
NIMROWD,נִמְרוֹד,Hebrew,Hebrew
NIR,נִיר,Hebrew,Hebrew
NOACH,נׄחַ,Hebrew,Hebrew
NOAM,נׄעַם,Hebrew,Hebrew
NOGA,נׄגַה,Hebrew,Hebrew
NOGAHH,נׄגַה,Hebrew,Hebrew
NUWN,נוּן,Hebrew,Hebrew
OBADYAH,עוֹבַדְיָה,Hebrew,Hebrew
OFRA,עָפְרָה,Hebrew,Hebrew
OMER,עׄמֶר,Hebrew,Hebrew
OMRIY,עָמְרִי,Hebrew,Hebrew
OPHRAH,עָפְרָה,Hebrew,Hebrew
OREN,אׄרֶן,Hebrew,Hebrew
ORI,אוֹרִי,Hebrew,Hebrew
OSHER,עׄשֶׁר,Hebrew,Hebrew
OTHNIYEL,עָתְנִיאֵל,Hebrew,Hebrew
OWBED,עוֹבֵד,Hebrew,Hebrew
OWDED,עׄדֵד,Hebrew,Hebrew
OWMAR,אוֹמָר,Hebrew,Hebrew
OWN,אוֹן,Hebrew,Hebrew
OWNAM,אוֹנָם,Hebrew,Hebrew
OWPHIYR,ריפִוֹא,Hebrew,Hebrew
OWPHIYR,רפִוֹא,Hebrew,Hebrew
OWPHIYR,ריפִאׄ,Hebrew,Hebrew
PACHATH-MOWAB,פֵּחַת-מוֹאָב,Hebrew,Hebrew
PALLUW,פַּלוּא,Hebrew,Hebrew
PAROH,פַּרְעׄה,Hebrew,Hebrew
PEQACHYAH,פְּקַחְיָה,Hebrew,Hebrew
PINCHAS,פִּנְחָס,Hebrew,Hebrew
PIYNECHAC,פִּינְחָס,Hebrew,Hebrew
QAYIN,קַיִן,Hebrew,Hebrew
QEHATH,קְהָת,Hebrew,Hebrew
QENAZ,קְנַז,Hebrew,Hebrew
QEYNAN,קֵינָן,Hebrew,Hebrew
QORACH,קׄרַח,Hebrew,Hebrew
RAANAN,רַעֲנָן,Hebrew,Hebrew
RABI,רַבִּי,Hebrew,Hebrew
RAM,רָם,Hebrew,Hebrew
RAMAH,רַעְמָה,Hebrew,Hebrew
RAPHA,רָפָא,Hebrew,Hebrew
RAV,רַב,Hebrew,Hebrew
RAVID,רָבִיד,Hebrew,Hebrew
REBA,רֶבַע,Hebrew,Hebrew
RECHABAM,רְחַבְעָם,Hebrew,Hebrew
REMIEL,רעמיאל,Hebrew,Hebrew
REPHAEL,רְפָאֵל,Hebrew,Hebrew
REUWBEN,רְאוּבֵן,Hebrew,Hebrew
REVA,רֶבַע,Hebrew,Hebrew
RƏUWEL,רְעוּאֵל,Hebrew,Hebrew
RIMMOWN,רִמּוֹן,Hebrew,Hebrew
RINNAH,רִנָּה,Hebrew,Hebrew
RO'I,רוֹעִי,Hebrew,Hebrew
RO'I,רׄאִי,Hebrew,Hebrew
RON,רוֹן,Hebrew,Hebrew
RONI,רוֹנִי,Hebrew,Hebrew
ROTEM,רוֹתֶם,Hebrew,Hebrew
SABA,סָבָא,Hebrew,Hebrew
SALMA,שַׂלְמָה,Hebrew,Hebrew
SAMAEL,סמאל,Hebrew,Hebrew
SAMMAEL,סמאל,Hebrew,Hebrew
SARAPH,שָׂרָף,Hebrew,Hebrew
SAVA,סָבָא,Hebrew,Hebrew
SEIYR,שֵׂעִיר,Hebrew,Hebrew
SHABBATH,שַׁבָּת,Hebrew,Hebrew
SHACHAR,שַׁחַר,Hebrew,Hebrew
SHADRACH,שַׁדְרַךְ,Hebrew,Hebrew
SHAHAR,שַׁחַר,Hebrew,Hebrew
SHAI,שַׁי,Hebrew,Hebrew
SHALLUWM,שַׁלּוּם,Hebrew,Hebrew
SHALOM,שָׁלוֹם,Hebrew,Hebrew
SHAMGAR,שַׁמְגַּר,Hebrew,Hebrew
SHAMIYR,שָׁמִיר,Hebrew,Hebrew
SHAMUWR,שְׁמוּעָה,Hebrew,Hebrew
SHANI,שָׁנִי,Hebrew,Hebrew
SHAPHAT,שָׁפָט,Hebrew,Hebrew
SHARAR,שָׁרָר,Hebrew,Hebrew
SHAUWL,שָׁאוּל,Hebrew,Hebrew
SHEALTIYEL,שְׁאַלְתִּיאֵל,Hebrew,Hebrew
SHEFATYA,שְׁץַטְיָה,Hebrew,Hebrew
SHEBA,שְׁבָא,Hebrew,Hebrew
SHEBA,שֶׁבַע,Hebrew,Hebrew
SHELACH,שֵלַח,Hebrew,Hebrew
SHELOMIY,שְׁלוֹמִי,Hebrew,Hebrew
SHELOMOH,שְׁלמׄה,Hebrew,Hebrew
SHELUMIYEL,שְׁלוּמִיאֵל,Hebrew,Hebrew
SHEM,שֵׁם,Hebrew,Hebrew
SHEMAYAH,שְׁמַעְיָה,Hebrew,Hebrew
SHEMER,שֶׁמֶר,Hebrew,Hebrew
SHEMUWEL,שְׁמוּאֵל,Hebrew,Hebrew
SHEPHATYAH,שְׁץַטְיָה,Hebrew,Hebrew
SHETH,שֵׁת,Hebrew,Hebrew
SHEVA,שֶׁבַע,Hebrew,Hebrew
SHIMIY,שִׁמְעִי,Hebrew,Hebrew
SHIMOWN,שִׁמְעוֹן,Hebrew,Hebrew
SHIMSHOWN,שִׁמְשׁוֹן,Hebrew,Hebrew
SHIR,שִׁיר,Hebrew,Hebrew
SHIYLOH,שִׁילה,Hebrew,Hebrew
SHLOMI,שְׁלוֹמִי,Hebrew,Hebrew
SHLOMO,שְׁלמׄה,Hebrew,Hebrew
SHLUMIEL,שְׁלוּמִיאֵל,Hebrew,Hebrew
SHOSHAN,שׁוֹשַׁן,Hebrew,Hebrew
SIMCHA,שִׂמְחָה,Hebrew,Hebrew
TAHMID,תמיד,Hebrew,Hebrew
TAL,טַל,Hebrew,Hebrew
TALMAY,תּלִמַי,Hebrew,Hebrew
TAM,תָּם,Hebrew,Hebrew
TAMID,תמיד,Hebrew,Hebrew
TAMIR,תָּמִיר,Hebrew,Hebrew
TAMUR,תָּמוּר,Hebrew,Hebrew
TELEM,טֶלֶם,Hebrew,Hebrew
TERACH,תֶּרַח,Hebrew,Hebrew
TEYMAN,תֵּימָן,Hebrew,Hebrew
TEYMENIY,תֵּימָנִי,Hebrew,Hebrew
TIQVAH,תִּקְוָה,Hebrew,Hebrew
TIYRAC,תִּירָס,Hebrew,Hebrew
TOBIH,טוֹבִת,Hebrew,Hebrew
TOMER,תּוֹמֶר,Hebrew,Hebrew
TOVIT,טוֹבִת,Hebrew,Hebrew
TOWBIYAH,טוֹבִיָה,Hebrew,Hebrew
TSADOWQ,צָדוֹק,Hebrew,Hebrew
TZALMON,צַלְמוֹן,Hebrew,Hebrew
TSALMOWN,צַלְמוֹן,Hebrew,Hebrew
TSELOPHCHAD,צְלָפְחָד,Hebrew,Hebrew
TSEPHANYAH,צִפַנְיָה,Hebrew,Hebrew
TSIBOWN,צִבְעוֹן,Hebrew,Hebrew
TSIDQIYAH,צָדְקִיָה,Hebrew,Hebrew
TSIYOWN,צִיוֹן,Hebrew,Hebrew
TSUWPH,צוּף,Hebrew,Hebrew
TUVAL,תּוּבַל,Hebrew,Hebrew
TUVIYA,טוּבִיָה,Hebrew,Hebrew
TUWBAL,תּוּבַל,Hebrew,Hebrew
TZADOK,צָדוֹק,Hebrew,Hebrew
TZAFRIR,צַפְרִיר,Hebrew,Hebrew
TZALMON,צַלְמוֹן,Hebrew,Hebrew
TZEFANYA,צִפַנְיָה,Hebrew,Hebrew
TZELAFCHAD,צְלָפְחָד,Hebrew,Hebrew
TZEVI,צְבִי,Hebrew,Hebrew
TZIDKIYA,צָדְקִיָה,Hebrew,Hebrew
TZIYON,צִיוֹן,Hebrew,Hebrew
TZUF,צוּף,Hebrew,Hebrew
TZURI,צוּרִי,Hebrew,Hebrew
UD,אוּד,Hebrew,Hebrew
UDI,אוּדִי,Hebrew,Hebrew
UDIEL,אוּדִיאֵל,Hebrew,Hebrew
ULA,עוּלָא,Hebrew,Hebrew
ULLA,עוּלָא,Hebrew,Hebrew
UNNIY,עֻנִּי,Hebrew,Hebrew
UPAZ,אוּפָּז,Hebrew,Hebrew
URIYAH,אוּרִיָּה,Hebrew,Hebrew
UR-MALKI,אוּר-מַלְכִּי,Hebrew,Hebrew
